UNNR;PROPER SHIPPING NAME;HAZARD CLASS;PG
3111;ORGANIC PEROXIDE TYPE B, LIQUID, TEMPERATURE CONTROLLED;5.2;II
3112;ORGANIC PEROXIDE TYPE B, SOLID, TEMPERATURE CONTROLLED;5.2;II
3113;ORGANIC PEROXIDE TYPE C, LIQUID, TEMPERATURE CONTROLLED;5.2;II
3114;ORGANIC PEROXIDE TYPE C, SOLID, TEMPERATURE CONTROLLED;5.2;II
3115;ORGANIC PEROXIDE TYPE D, LIQUID, TEMPERATURE CONTROLLED;5.2;II
3116;ORGANIC PEROXIDE TYPE D, SOLID, TEMPERATURE CONTROLLED;5.2;II
3117;ORGANIC PEROXIDE TYPE E, LIQUID, TEMPERATURE CONTROLLED;5.2;II
3118;ORGANIC PEROXIDE TYPE E, SOLID, TEMPERATURE CONTROLLED;5.2;II
3119;ORGANIC PEROXIDE TYPE F, LIQUID, TEMPERATURE CONTROLLED;5.2;II
3120;ORGANIC PEROXIDE TYPE F, SOLID, TEMPERATURE CONTROLLED;5.2;II
3121;OXIDIZING SOLID, WATER-REACTIVE, N.O.S.;5.1;
3121;OXIDIZING SOLID, WATER-REACTIVE, N.O.S.;5.1;
3122;TOXIC LIQUIDS, OXIDIZING, N.O.S.;6.1;I
3122;TOXIC LIQUIDS, OXIDIZING, N.O.S.;6.1;II
3123;TOXIC LIQUIDS, WATER-REACTIVE, N.O.S.;6.1;I
3123;TOXIC LIQUIDS, WATER-REACTIVE, N.O.S.;6.1;II
3124;TOXIC SOLIDS, SELF-HEATING, N.O.S.;6.1;I
3124;TOXIC SOLIDS, SELF-HEATING, N.O.S.;6.1;II
3125;TOXIC SOLIDS, WATER-REACTIVE, N.O.S.;6.1;I
3125;TOXIC SOLIDS, WATER-REACTIVE, N.O.S.;6.1;II
3126;SELF-HEATING SOLID, CORROSIVE, ORGANIC, N.O.S.;4.2;III
3126;SELF-HEATING, SOLID, CORROSIVE, ORGANIC, N.O.S.;4.2;II
3127;SELF-HEATING SOLID, OXIDIZING, N.O.S.;4.2;
3128;SELF-HEATING SOLID, TOXIC, ORGANIC, N.O.S.;4.2;III
3128;SELF-HEATING, SOLID, TOXIC, ORGANIC, N.O.S.;4.2;II
3129;WATER-REACTIVE LIQUID, CORROSIVE, N.O.S.;4.3;I
3129;WATER-REACTIVE LIQUID, CORROSIVE, N.O.S.;4.3;III
3129;WATER-REACTIVE LIQUID, CORROSIVE, N.O.S.;4.3;II
3130;WATER-REACTIVE LIQUID, TOXIC, N.O.S.;4.3;I
3130;WATER-REACTIVE LIQUID, TOXIC, N.O.S.;4.3;II
3130;WATER-REACTIVE LIQUID, TOXIC, N.O.S.;4.3;III
3131;WATER-REACTIVE SOLID, CORROSIVE, N.O.S.;4.3;I
3131;WATER-REACTIVE SOLID, CORROSIVE, N.O.S.;4.3;III
3131;WATER-REACTIVE SOLID, CORROSIVE, N.O.S.;4.3;II
3132;WATER-REACTIVE SOLID, FLAMMABLE, N.O.S.;4.3;I
3132;WATER-REACTIVE SOLID, FLAMMABLE, N.O.S.;4.3;III
3132;WATER-REACTIVE SOLID, FLAMMABLE, N.O.S.;4.3;II
3133;WATER-REACTIVE, SOLID, OXIDIZING, N.O.S.;4.3;II
3133;WATER-REACTIVE, SOLID, OXIDIZING, N.O.S.;4.3;III
3134;WATER-REACTIVE SOLID, TOXIC, N.O.S.;4.3;I
3134;WATER-REACTIVE SOLID, TOXIC, N.O.S.;4.3;III
3134;WATER-REACTIVE SOLID, TOXIC, N.O.S.;4.3;II
3135;WATER-REACTIVE SOLID, SELF-HEATING, N.O.S.;4.3;III
3135;WATER-REACTIVE SOLID, SELF-HEATING, N.O.S.;4.3;I
3135;WATER-REACTIVE SOLID, SELF-HEATING, N.O.S.;4.3;II
3136;TRIFLUOROMETHANE, REFRIGERATED LIQUID;2.2;
3137;OXIDIZING SOLID, FLAMMABLE, N.O.S.;5.1;I
3138;ETHYLENE, ACETYLENE AND PROPYLENE IN MIXTURE, REFRIGERATED LIQUID WITH AT LEAST 71.5 PERCENT ETHYLENE WITH NOT MORE THAN 22.5 PERCENT ACETYLENE AND NOT MORE THAN 6 PERCENT PROPYLENE;2.1;
3139;OXIDIZING LIQUID, N.O.S.;5.1;III
3139;OXIDIZING LIQUID, N.O.S.;5.1;II
3139;OXIDIZING LIQUID, N.O.S.;5.1;I
3140;ALKALOIDS, LIQUID, N.O.S.,  OR  ALKALOID SALTS, LIQUID, N.O.S.;6.1;I
3140;ALKALOIDS, LIQUID, N.O.S., OR   ALKALOID SALTS, LIQUID, N.O.S.;6.1;II
3140;ALKALOIDS, LIQUID, N.O.S., OR  ALKALOID SALTS, LIQUID, N.O.S.;6.1;III
3141;ANTIMONY COMPOUNDS, INORGANIC, LIQUID, N.O.S.;6.1;III
3142;DISINFECTANTS, LIQUID, TOXIC, N.O.S.;6.1;III
3142;DISINFECTANTS, LIQUID, TOXIC, N.O.S.;6.1;I
3142;DISINFECTANTS, LIQUID, TOXIC, N.O.S.;6.1;II
3143;DYES, SOLID, TOXIC, N.O.S. OR  DYE INTERMEDIATES, SOLID, TOXIC, N.O.S.;6.1;II
3143;DYES, SOLID, TOXIC, N.O.S. OR  DYE INTERMEDIATES, SOLID, TOXIC, N.O.S.;6.1;III
3143;DYES, SOLID, TOXIC, N.O.S. OR  DYE INTERMEDIATES, SOLID, TOXIC, N.O.S.;6.1;I
3144;NICOTINE COMPOUNDS, LIQUID, N.O.S. OR NICOTINE PREPARATIONS, LIQUID, N.O.S.;6.1;III
3144;NICOTINE COMPOUNDS, LIQUID, N.O.S. OR NICOTINE PREPARATIONS, LIQUID, N.O.S.;6.1;I
3144;NICOTINE COMPOUNDS, LIQUID, N.O.S. OR NICOTINE PREPARATIONS, LIQUID, N.O.S.;6.1;II
3145;ALKYLPHENOLS, LIQUID, N.O.S. (INCLUDING C2-C12 HOMOLOGUES);8;III
3145;ALKYLPHENOLS, LIQUID, N.O.S. (INCLUDING C2-C12 HOMOLOGUES);8;I
3145;ALKYLPHENOLS, LIQUID, N.O.S. (INCLUDING C2-C12 HOMOLOGUES);8;II
3146;ORGANOTIN COMPOUNDS, SOLID, N.O.S.;6.1;II
3146;ORGANOTIN COMPOUNDS, SOLID, N.O.S.;6.1;III
3146;ORGANOTIN COMPOUNDS, SOLID, N.O.S.;6.1;I
3147;DYES, SOLID, CORROSIVE, N.O.S.  OR   DYE INTERMEDIATES, SOLID, CORROSIVE, N.O.S.;8;II
3147;DYES, SOLID, CORROSIVE, N.O.S.  OR  DYE INTERMEDIATES, SOLID, CORROSIVE, N.O.S.;8;I
3147;DYES, SOLID, CORROSIVE, N.O.S. OR  DYE INTERMEDIATES, SOLID, CORROSIVE, N.O.S.;8;III
3148;WATER-REACTIVE LIQUID, N.O.S.;4.3;I
3148;WATER-REACTIVE LIQUID, N.O.S.;4.3;II
3148;WATER-REACTIVE LIQUID, N.O.S.;4.3;III
3149;HYDROGEN PEROXIDE AND PEROXYACETIC ACID MIXTURES, STABILIZED WITH ACIDS, WATER AND NOT MORE THAN 5 PERCENT PEROXYACETIC ACID;5.1;II
3150;DEVICES, SMALL, HYDROCARBON GAS POWERED OR HYDROCARBON GAS REFILLS FOR SMALL DEVICES WITH RELEASE DEVICE;2.1;
3151;POLYHALOGENATED BIPHENYLS, LIQUID OR POLYHALOGENATED TERPHENYLS LIQUID;9;II
3152;POLYHALOGENATED BIPHENYLS, SOLID OR POLYHALOGENATED TERPHENYLS, SOLID;9;II
3153;PERFLUORO(METHYL VINYL ETHER);2.1;
3154;PERFLUORO(ETHYL VINYL ETHER);2.1;
3155;PENTACHLOROPHENOL;6.1;II
3156;COMPRESSED GAS, OXIDIZING, N.O.S.;2.2;
3157;LIQUEFIED GAS, OXIDIZING, N.O.S.;2.2;
3158;GAS, REFRIGERATED LIQUID, N.O.S. (CRYOGENIC LIQUID);2.2;
3159;1,1,1,2-TETRAFLUOROETHANE OR  REFRIGERANT GAS R 134A;2.2;
3160;LIQUEFIED GAS, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE A;2.3;
3160;LIQUEFIED GAS, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE B;2.3;
3160;LIQUEFIED GAS, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE C;2.3;
3160;LIQUEFIED GAS, TOXIC, FLAMMABLE, N.O.S. INHALATION HAZARD ZONE D;2.3;
3161;LIQUEFIED GAS, FLAMMABLE, N.O.S.;2.1;
3162;LIQUEFIED GAS, TOXIC, N.O.S. INHALATION HAZARD ZONE A;2.3;
3162;LIQUEFIED GAS, TOXIC, N.O.S. INHALATION HAZARD ZONE B;2.3;
3162;LIQUEFIED GAS, TOXIC, N.O.S. INHALATION HAZARD ZONE C;2.3;
3162;LIQUEFIED GAS, TOXIC, N.O.S. INHALATION HAZARD ZONE D;2.3;
3163;LIQUEFIED GAS, N.O.S.;2.2;
3164;ARTICLES, PRESSURIZED PNEUMATIC OR  HYDRAULIC CONTAINING NON-FLAMMABLE GAS;2.2;
3165;AIRCRAFT HYDRAULIC POWER UNIT FUEL TANK (CONTAINING A MIXTURE OF ANHYDROUS HYDRAZINE AND MONOMETHYL HYDRAZINE) (M86 FUEL);3;I
3166;ENGINES INTERNAL COMBUSTION, OR ENGINES, FUEL CELL, FLAMMABLE LIQUID POWERED;9;
3166;ENGINES, INTERNAL COMBUSTION, OR ENGINES, FUEL CELL, FLAMMABLE GAS POWERED;9;
3166;VEHICLE, FLAMMABLE GAS POWERED OR VEHICLE, FUEL CELL, FLAMMABLE GAS POWERED;9;
3166;VEHICLE, FLAMMABLE LIQUID POWERED OR VEHICLE, FUEL CELL, FLAMMABLE LIQUID POWERED;9;
3167;GAS SAMPLE, NON-PRESSURIZED, FLAMMABLE, N.O.S., NOT REFRIGERATED LIQUID;2.1;
3168;GAS SAMPLE, NON-PRESSURIZED, TOXIC, FLAMMABLE, N.O.S., NOT REFRIGERATED LIQUID;2.3;
3169;GAS SAMPLE, NON-PRESSURIZED, TOXIC, N.O.S., NOT REFRIGERATED LIQUID;2.3;
3170;ALUMINUM SMELTING BY-PRODUCTS  OR   ALUMINUM REMELTING BY-PRODUCTS;4.3;II
3170;ALUMINUM SMELTING BY-PRODUCTS  OR  ALUMINUM REMELTING BY-PRODUCTS;4.3;III
3171;BATTERY-POWERED VEHICLE OR  BATTERY-POWERED EQUIPMENT;9;
3171;BATTERY-POWERED VEHICLE OR  BATTERY-POWERED EQUIPMENT;9;
3172;TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID, N.O.S.;6.1;I
3172;TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID, N.O.S.;6.1;II
3172;TOXINS, EXTRACTED FROM LIVING SOURCES, LIQUID, N.O.S.;6.1;III
3172;TOXINS, FROM LIVING SOURCES, LIQUID, N.O.S.;6.1;I
3172;TOXINS, FROM LIVING SOURCES, LIQUID, N.O.S.;6.1;II
3172;TOXINS, FROM LIVING SOURCES, LIQUID, N.O.S.;6.1;III
3172;TOXINS, FROM LIVING SOURCES, SOLID, N.O.S.;6.1;I
3172;TOXINS, FROM LIVING SOURCES, SOLID, N.O.S.;6.1;II
3172;TOXINS, FROM LIVING SOURCES, SOLID, N.O.S.;6.1;III
3174;TITANIUM DISULPHIDE;4.2;III
3175;SOLIDS CONTAINING FLAMMABLE LIQUID, N.O.S.;4.1;II
3176;FLAMMABLE SOLID, ORGANIC, MOLTEN, N.O.S.;4.1;II
3176;FLAMMABLE SOLID, ORGANIC, MOLTEN, N.O.S.;4.1;III
3178;SMOKELESS POWDER FOR SMALL ARMS (100 POUNDS OR LESS);4.1;I
3178;FLAMMABLE SOLID, INORGANIC, N.O.S.;4.1;III
3178;FLAMMABLE SOLID, INORGANIC, N.O.S.;4.1;II
3179;FLAMMABLE SOLID, TOXIC, INORGANIC, N.O.S.;4.1;III
3179;FLAMMABLE SOLID, TOXIC, INORGANIC, N.O.S.;4.1;II
3180;FLAMMABLE SOLID, CORROSIVE, INORGANIC, N.O.S.;4.1;III
3180;FLAMMABLE SOLID, CORROSIVE, INORGANIC, N.O.S.;4.1;II
3181;METAL SALTS OF ORGANIC COMPOUNDS, FLAMMABLE, N.O.S.;4.1;III
3181;METAL SALTS OF ORGANIC COMPOUNDS, FLAMMABLE, N.O.S.;4.1;II
3182;METAL HYDRIDES, FLAMMABLE, N.O.S.;4.1;III
3182;METAL HYDRIDES, FLAMMABLE, N.O.S.;4.1;II
3183;SELF-HEATING LIQUID, ORGANIC, N.O.S.;4.2;II
3183;SELF-HEATING LIQUID, ORGANIC, N.O.S.;4.2;III
3184;SELF-HEATING LIQUID, TOXIC, ORGANIC, N.O.S.;4.2;II
3184;SELF-HEATING LIQUID, TOXIC, ORGANIC, N.O.S.;4.2;III
3185;SELF-HEATING LIQUID, CORROSIVE, ORGANIC, N.O.S.;4.2;II
3185;SELF-HEATING LIQUID, CORROSIVE, ORGANIC, N.O.S.;4.2;III
3186;SELF-HEATING LIQUID, INORGANIC, N.O.S.;4.2;II
3186;SELF-HEATING LIQUID, INORGANIC, N.O.S.;4.2;III
3187;SELF-HEATING LIQUID, TOXIC, INORGANIC, N.O.S.;4.2;II
3187;SELF-HEATING LIQUID, TOXIC, INORGANIC, N.O.S.;4.2;III
3188;SELF-HEATING LIQUID, CORROSIVE, INORGANIC, N.O.S.;4.2;II
3188;SELF-HEATING LIQUID, CORROSIVE, INORGANIC, N.O.S.;4.2;III
3189;METAL POWDER, SELF-HEATING, N.O.S.;4.2;III
3189;METAL POWDER, SELF-HEATING, N.O.S.;4.2;II
3190;SELF-HEATING SOLID, INORGANIC, N.O.S.;4.2;III
3190;SELF-HEATING SOLID, INORGANIC, N.O.S.;4.2;II
3191;SELF-HEATING SOLID, TOXIC, INORGANIC, N.O.S.;4.2;III
3191;SELF-HEATING SOLID, TOXIC, INORGANIC, N.O.S.;4.2;II
3192;SELF-HEATING SOLID, CORROSIVE, INORGANIC, N.O.S.;4.2;III
3192;SELF-HEATING SOLID, CORROSIVE, INORGANIC, N.O.S.;4.2;II
3192;SELF-HEATING SOLID, CORROSIVE, INORGANIC, N.O.S.;4.2;II
3194;PYROPHORIC LIQUID, INORGANIC, N.O.S.;4.2;I
3200;PYROPHORIC SOLID, INORGANIC, N.O.S.;4.2;I
3205;ALKALINE EARTH METAL ALCOHOLATES, N.O.S.;4.2;III
3205;ALKALINE EARTH METAL ALCOHOLATES, N.O.S.;4.2;II
3206;ALKALI METAL ALCOHOLATES, SELF-HEATING, CORROSIVE, N.O.S.;4.2;III
3206;ALKALI METAL ALCOHOLATES, SELF-HEATING, CORROSIVE, N.O.S.;4.2;II
3208;METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.;4.3;III
3208;METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.;4.3;I
3208;METALLIC SUBSTANCE, WATER-REACTIVE, N.O.S.;4.3;II
3209;METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.;4.3;III
3209;METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.;4.3;I
3209;METALLIC SUBSTANCE, WATER-REACTIVE, SELF-HEATING, N.O.S.;4.3;II
3210;CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;II
3210;CHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;III
3211;PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;II
3211;PERCHLORATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;III
3212;HYPOCHLORITES, INORGANIC, N.O.S.;5.1;II
3213;BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;II
3213;BROMATES, INORGANIC, AQUEOUS SOLUTION, N.O.S. ;5.1;III
3214;PERMANGANATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;II
3215;PERSULFATES, INORGANIC, N.O.S.;5.1;III
3216;PERSULFATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;III
3218;NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;III
3218;NITRATES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;II
3219;NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;III
3219;NITRITES, INORGANIC, AQUEOUS SOLUTION, N.O.S.;5.1;II
3220;PENTAFLUOROETHANE OR  REFRIGERANT GAS R 125;2.2;
3221;SELF-REACTIVE LIQUID TYPE B;4.1;II
3222;SELF-REACTIVE SOLID TYPE B;4.1;II
3223;SELF-REACTIVE LIQUID TYPE C;4.1;II
3224;SELF-REACTIVE SOLID TYPE C;4.1;II
3225;SELF-REACTIVE LIQUID TYPE D;4.1;II
3226;SELF-REACTIVE SOLID TYPE D;4.1;II
3227;SELF-REACTIVE LIQUID TYPE E;4.1;II
3228;SELF-REACTIVE SOLID TYPE E;4.1;II
3229;SELF-REACTIVE LIQUID TYPE F;4.1;II
3230;SELF-REACTIVE SOLID TYPE F;4.1;II
3231;SELF-REACTIVE LIQUID TYPE B, TEMPERATURE CONTROLLED;4.1;II
3232;SELF-REACTIVE SOLID TYPE B, TEMPERATURE CONTROLLED;4.1;II
3233;SELF-REACTIVE LIQUID TYPE C, TEMPERATURE CONTROLLED;4.1;II
3234;SELF-REACTIVE SOLID TYPE C, TEMPERATURE CONTROLLED;4.1;II
3235;SELF-REACTIVE LIQUID TYPE D, TEMPERATURE CONTROLLED;4.1;II
3236;SELF-REACTIVE SOLID TYPE D, TEMPERATURE CONTROLLED;4.1;II
3237;SELF-REACTIVE LIQUID TYPE E, TEMPERATURE CONTROLLED;4.1;II
3238;SELF-REACTIVE SOLID TYPE E, TEMPERATURE CONTROLLED;4.1;II
3239;SELF-REACTIVE LIQUID TYPE F, TEMPERATURE CONTROLLED;4.1;II
3240;SELF-REACTIVE SOLID TYPE F, TEMPERATURE CONTROLLED;4.1;II
3241;2-BROMO-2-NITROPROPANE-1,3-DIOL;4.1;III
3242;AZODICARBONAMIDE;4.1;II
3243;SOLIDS CONTAINING TOXIC LIQUID, N.O.S.;6.1;II
3244;SOLIDS CONTAINING CORROSIVE LIQUID, N.O.S.;8;II
3246;METHANESULFONYL CHLORIDE;6.1;I
3247;SODIUM PEROXOBORATE, ANHYDROUS;5.1;II
3248;MEDICINE, LIQUID, FLAMMABLE, TOXIC, N.O.S.;3;II
3248;MEDICINE, LIQUID, FLAMMABLE, TOXIC, N.O.S.;3;III
3249;MEDICINE, SOLID, TOXIC, N.O.S.;6.1;II
3249;MEDICINE, SOLID, TOXIC, N.O.S.;6.1;III
3250;CHLOROACETIC ACID, MOLTEN;6.1;II
3251;ISOSORBIDE-5-MONONITRATE;4.1;III
3252;DIFLUOROMETHANE OR REFRIGERANT GAS R 32;2.1;
3253;DISODIUM TRIOXOSILICATE;8;III
3254;TRIBUTYLPHOSPHANE;4.2;I
3255;TERT-BUTYL HYPOCHLORITE;4.2;I
3256;ELEVATED TEMPERATURE LIQUID, FLAMMABLE, N.O.S., WITH FLASH POINT ABOVE 37.8 C, AT OR ABOVE ITS FLASH POINT;3;III
3257;ELEVATED TEMPERATURE LIQUID, N.O.S., AT OR ABOVE 100 C AND BELOW ITS FLASH POINT (INCLUDING MOLTEN METALS, MOLTEN SALTS, ETC.);9;III
3258;ELEVATED TEMPERATURE SOLID, N.O.S., AT OR ABOVE 240 C, SEE §173.247(H)(4).;9;III
3259;AMINES, SOLID, CORROSIVE, N.O.S.,  OR   POLYAMINES, SOLID, CORROSIVE N.O.S.;8;II
3259;AMINES, SOLID, CORROSIVE, N.O.S.,  OR  POLYAMINES, SOLID, CORROSIVE N.O.S.;8;I
3259;AMINES, SOLID, CORROSIVE, N.O.S., OR  POLYAMINES, SOLID, CORROSIVE N.O.S.;8;III
3260;CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.;8;III
3260;CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.;8;I
3260;CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.;8;II
3261;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;8;III
3261;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;8;I
3261;CORROSIVE SOLID, ACIDIC, ORGANIC, N.O.S.;8;II
3262;CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.;8;III
3262;CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.;8;I
3262;CORROSIVE SOLID, BASIC, INORGANIC, N.O.S.;8;II
3263;CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.;8;III
3263;CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.;8;I
3263;CORROSIVE SOLID, BASIC, ORGANIC, N.O.S.;8;II
3264;CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.;8;III
3264;CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.;8;I
3264;CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.;8;II
3264;CORROSIVE LIQUID, ACIDIC, INORGANIC, N.O.S.;8;II
3265;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;8;III
3265;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;8;I
3265;CORROSIVE LIQUID, ACIDIC, ORGANIC, N.O.S.;8;II
3266;CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.;8;III
3266;CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.;8;I
3266;CORROSIVE LIQUID, BASIC, INORGANIC, N.O.S.;8;II
3267;CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.;8;III
3267;CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.;8;I
3267;CORROSIVE LIQUID, BASIC, ORGANIC, N.O.S.;8;II
3268;AIR BAG INFLATORS, OR AIR BAG MODULES, OR SEAT-BELT PRETENSIONERS;9;III
3268;AIR BAG INFLATORS, OR AIR BAG MODULES, OR SEAT-BELT PRETENSIONERS;9;III
3269;POLYESTER RESIN KIT;3;
3270;NITROCELLULOSE MEMBRANE FILTERS, WITH NOT MORE THAN 12.6% NITROGEN, BY DRY MASS;4.1;II
3271;ETHERS, N.O.S.;3;III
3271;ETHERS, N.O.S.;3;II
3272;ESTERS, N.O.S.;3;III
3272;ESTERS, N.O.S.;3;II
3273;NITRILES, FLAMMABLE, TOXIC, N.O.S.;3;II
3273;NITRILES, FLAMMABLE, TOXIC, N.O.S.;3;I
3274;ALCOHOLATES SOLUTION, N.O.S., IN ALCOHOL;3;II
3275;NITRILES, TOXIC, FLAMMABLE, N.O.S.;6.1;I
3275;NITRILES, TOXIC, FLAMMABLE, N.O.S.;6.1;II
3276;NITRILES, LIQUID, TOXIC, N.O.S.;6.1;III
3276;NITRILES, LIQUID, TOXIC, N.O.S.;6.1;I
3276;NITRILES, LIQUID, TOXIC, N.O.S.;6.1;II
3277;CHLOROFORMATES, TOXIC, CORROSIVE, N.O.S.;6.1;II
3278;ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.;6.1;III
3278;ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.;6.1;I
3278;ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.;6.1;II
3279;ORGANOPHOSPHORUS COMPOUND, TOXIC, FLAMMABLE, N.O.S.;6.1;I
3279;ORGANOPHOSPHORUS COMPOUND, TOXIC, FLAMMABLE, N.O.S.;6.1;II
3280;ORGANOARSENIC COMPOUND, LIQUID, N.O.S.;6.1;III
3280;ORGANOARSENIC COMPOUND, LIQUID, N.O.S.;6.1;II
3280;ORGANOARSENIC COMPOUND, LIQUID, N.O.S.;6.1;I
3281;METAL CARBONYLS, LIQUID, N.O.S.;6.1;III
3281;METAL CARBONYLS, LIQUID, N.O.S.;6.1;I
3281;METAL CARBONYLS, LIQUID, N.O.S.;6.1;II
3282;ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.;6.1;III
3282;ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.;6.1;II
3282;ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.;6.1;I
3283;SELENIUM COMPOUND, SOLID, N.O.S.;6.1;III
3283;SELENIUM COMPOUND, SOLID, N.O.S.;6.1;II
3283;SELENIUM COMPOUND, SOLID, N.O.S.;6.1;I
3284;TELLURIUM COMPOUND, N.O.S.;6.1;III
3284;TELLURIUM COMPOUND, N.O.S.;6.1;II
3284;TELLURIUM COMPOUND, N.O.S.;6.1;I
3285;VANADIUM COMPOUND, N.O.S.;6.1;III
3285;VANADIUM COMPOUND, N.O.S.;6.1;II
3285;VANADIUM COMPOUND, N.O.S.;6.1;I
3286;FLAMMABLE LIQUID, TOXIC, CORROSIVE, N.O.S.;3;II
3286;FLAMMABLE LIQUID, TOXIC, CORROSIVE, N.O.S.;3;I
3287;TOXIC LIQUID, INORGANIC, N.O.S.;6.1;III
3287;TOXIC LIQUID, INORGANIC, N.O.S.;6.1;I
3287;TOXIC LIQUID, INORGANIC, N.O.S.;6.1;II
3288;TOXIC SOLID, INORGANIC, N.O.S.;6.1;II
3288;TOXIC SOLID, INORGANIC, N.O.S.;6.1;III
3288;TOXIC SOLID, INORGANIC, N.O.S.;6.1;I
3289;TOXIC LIQUID, CORROSIVE, INORGANIC, N.O.S.;6.1;I
3289;TOXIC LIQUID, CORROSIVE, INORGANIC, N.O.S.;6.1;II
3290;TOXIC SOLID, CORROSIVE, INORGANIC, N.O.S.;6.1;I
3290;TOXIC SOLID, CORROSIVE, INORGANIC, N.O.S.;6.1;II
3291;REGULATED MEDICAL WASTE, N.O.S. OR CLINICAL WASTE, UNSPECIFIED, N.O.S. OR (BIO) MEDICAL WASTE, N.O.S. OR BIOMEDICAL WASTE, N.O.S., OR MEDICAL WASTE N.O.S.;6.2;II
3292;BATTERIES, CONTAINING SODIUM;4.3;II
3292;BATTERIES, CONTAINING SODIUM;4.3;II
3292;CELLS, CONTAINING SODIUM;4.3;II
3293;HYDRAZINE, AQUEOUS SOLUTION WITH NOT MORE THAN 37 PERCENT HYDRAZINE, BY MASS;6.1;III
3294;HYDROGEN CYANIDE, SOLUTION IN ALCOHOL WITH NOT MORE THAN 45 PERCENT HYDROGEN CYANIDE;6.1;I
3295;HYDROCARBONS, LIQUID, N.O.S.;3;III
3295;HYDROCARBONS, LIQUID, N.O.S.;3;II
3295;HYDROCARBONS, LIQUID, N.O.S.;3;I
3296;HEPTAFLUOROPROPANE OR  REFRIGERANT GAS R 227;2.2;
3297;ETHYLENE OXIDE AND CHLOROTETRAFLUOROETHANE MIXTURE WITH NOT MORE THAN 8.8 PERCENT ETHYLENE OXIDE;2.2;
3298;ETHYLENE OXIDE AND PENTAFLUOROETHANE MIXTURE WITH NOT MORE THAN 7.9 PERCENT ETHYLENE OXIDE;2.2;
3299;ETHYLENE OXIDE AND TETRAFLUOROETHANE MIXTURE WITH NOT MORE THAN 5.6 PERCENT ETHYLENE OXIDE;2.2;
3300;ETHYLENE OXIDE AND CARBON DIOXIDE MIXTURE WITH MORE THAN 87 PERCENT ETHYLENE OXIDE;2.3;
3301;CORROSIVE LIQUID, SELF-HEATING, N.O.S.;8;I
3301;CORROSIVE LIQUID, SELF-HEATING, N.O.S.;8;II
3302;2-DIMETHYLAMINOETHYL ACRYLATE;6.1;II
3303;COMPRESSED GAS, TOXIC, OXIDIZING, N.O.S. INHALATION HAZARD ZONE A;2.3;
3303;COMPRESSED GAS, TOXIC, OXIDIZING, N.O.S. INHALATION HAZARD ZONE B;2.3;
3303;COMPRESSED GAS, TOXIC, OXIDIZING, N.O.S. INHALATION HAZARD ZONE C;2.3;
